Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29,43.96875,43.96875,43.75,43.9375,24.840682983398438,1003200
1993-02-01,43.96875,44.25,43.96875,44.25,25.01735496520996,480500
1993-02-02,44.21875,44.375,44.125,44.34375,25.070356369018555,201300
1993-02-03,44.40625,44.84375,44.375,44.8125,25.335378646850586,529400
1993-02-04,44.96875,45.09375,44.46875,45.0,25.441362380981445,531500
1993-02-05,44.96875,45.0625,44.71875,44.96875,25.423709869384766,492100
1993-02-08,44.96875,45.125,44.90625,44.96875,25.423709869384766,596100
1993-02-09,44.8125,44.8125,44.5625,44.65625,25.247032165527344,122100
1993-02-10,44.65625,44.75,44.53125,44.71875,25.282371520996094,379600
1993-02-11,44.78125,45.125,44.78125,44.9375,25.406047821044922,19500
1993-02-12,44.875,44.875,44.59375,44.59375,25.211700439453125,42500
1993-02-16,44.46875,44.46875,43.40625,43.46875,24.575664520263672,374800
1993-02-17,43.46875,43.53125,43.28125,43.4375,24.557992935180664,210900
1993-02-18,43.9375,43.9375,42.8125,43.40625,24.540328979492188,378100
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.62866973876953,34900
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.717008590698242,513600
1993-02-23,43.84375,43.875,43.46875,43.6875,24.699338912963867,373700
1993-02-24,43.71875,44.25,43.71875,44.25,25.01735496520996,26300
1993-02-25,44.21875,44.375,44.125,44.34375,25.070356369018555,44500
1993-02-26,44.4375,44.4375,44.1875,44.40625,25.105701446533203,66200
1993-03-01,44.5625,44.5625,44.21875,44.28125,25.035024642944336,66500
1993-03-02,44.3125,44.9375,44.25,44.9375,25.406047821044922,182400
1993-03-03,45.0,45.15625,44.9375,45.125,25.512056350708008,280100
1993-03-04,45.1875,45.1875,44.875,44.875,25.370716094970703,89500
1993-03-05,44.9375,45.125,44.71875,44.75,25.300037384033203,40000
1993-03-08,44.84375,45.75,44.84375,45.75,25.865392684936523,50800
1993-03-09,45.65625,45.6875,45.5,45.59375,25.77706527709961,169300
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.830066680908203,194400
1993-03-11,45.71875,45.84375,45.5,45.5625,25.759397506713867,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.494386672973633,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.61805534362793,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.61805534362793,30800
1993-03-17,45.25,45.25,44.96875,45.03125,25.45904541015625,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,25.61805534362793,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.57927131652832,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.437267303466797,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.490535736083984,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.490535736083984,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.65028953552246,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.508272171020508,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.61478614807129,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.685792922973633,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.66803741455078,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.57927131652832,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.0467586517334,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.1710147857666,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.099992752075195,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,25.18876838684082,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.153276443481445,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.508272171020508,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.56153106689453,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.52603530883789,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.52603530883789,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.52603530883789,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,25.419523239135742,157000
1993-04-20,44.6875,44.75,44.25,44.53125,25.29528045654297,279500
1993-04-21,44.625,44.625,44.375,44.5,25.27751350402832,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.9580078125,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.85148811340332,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.656232833862305,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.922496795654297,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.869243621826172,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.975744247436523,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,25.011247634887695,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.1710147857666,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,25.259767532348633,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.330759048461914,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.242015838623047,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.18876838684082,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.242015838623047,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.34852409362793,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.313034057617188,31000
1993-05-13,44.375,44.375,44.0,44.03125,25.011247634887695,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.993499755859375,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,25.082256317138672,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,25.064498901367188,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.57927131652832,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.65028953552246,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.419523239135742,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.52603530883789,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.57927131652832,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.898801803588867,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.810056686401367,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.685792922973633,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.93429946899414,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.898801803588867,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.810056686401367,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.721288681030273,32000
1993-06-07,45.375,45.375,45.125,45.125,25.632551193237305,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.40177345275879,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.490535736083984,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.508272171020508,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.61478614807129,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.57927131652832,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.52603530883789,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.57927131652832,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.66803741455078,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.4566593170166,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.510278701782227,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.52817153930664,137500
1993-06-23,44.625,44.625,44.21875,44.21875,25.295778274536133,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.63544273376465,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.6175537109375,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.903581619262695,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.778446197509766,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.778446197509766,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.706939697265625,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.56392478942871,285400
1993-07-06,44.625,44.75,44.15625,44.21875,25.295778274536133,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.367279052734375,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.6533145904541,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.724821090698242,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.706939697265625,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.689058303833008,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.778446197509766,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.671188354492188,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.59967803955078,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.58180046081543,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.6533145904541,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.63544273376465,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.4566593170166,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.58180046081543,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.724821090698242,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.706939697265625,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.6533145904541,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.79631996154785,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.6533145904541,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.724821090698242,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.742685317993164,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.742685317993164,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.689058303833008,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.724821090698242,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.86783218383789,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.849956512451172,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.849956512451172,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.778446197509766,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.81421661376953,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.95720672607422,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.046600341796875,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,26.189619064331055,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.189619064331055,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.2075138092041,80700
1993-08-23,45.625,45.75,45.625,45.71875,26.153867721557617,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.439889907836914,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.45777130126953,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.475650787353516,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.45777130126953,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.565040588378906,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.63654327392578,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.600784301757812,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.511396408081055,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.529279708862305,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.350513458251953,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.261131286621094,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,26.31475067138672,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.54716682434082,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.565040588378906,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.45777130126953,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.529279708862305,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.422019958496094,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.37078094482422,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,26.154930114746094,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,26.06498146057129,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,26.280847549438477,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.424758911132812,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.35279655456543,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.64061737060547,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.586639404296875,158300
